a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
ac2f076c-6ddd-11ea-864e-ccda262736ce	A breathing mixture used by deep sea divers contains helium, oxygen, and carbon dioxide. What is the partial pressure of oxygen at 1 atmosphere if PHe = 609.5 mmHg and PCO2 = 0.5 mmHg?	start physical_unit 10 10 partial_pressure atm qc_end physical_unit 1 2 22 23 total_pressure qc_end end
ab437ea0-6ddd-11ea-ade5-ccda262736ce	A 12.0 L sample of argon gas has a pressure of 28.0 atm. What volume would this gas occupy at 9.70 atm?	start physical_unit 16 17 volume l qc_end physical_unit 3 6 1 2 volume qc_end physical_unit 3 6 11 12 pressure qc_end physical_unit 16 17 20 21 pressure qc_end end
aabae802-6ddd-11ea-9a80-ccda262736ce	What is the oxidation number of Mn in KMnO4?	start physical_unit 6 6 oxidation_number none qc_end chemical_equation 8 8 qc_end end
a9a1b1da-6ddd-11ea-899d-ccda262736ce	Hydrogen is collected over water at 19 °C and 785 mmHg of pressure. The total volume of the sample was 1.93 L How do you calculate the volume of hydrogen at STP?	start physical_unit 0 0 volume l qc_end physical_unit 0 0 6 7 temperature qc_end physical_unit 0 0 9 10 pressure qc_end physical_unit 0 0 20 21 volume qc_end c_other STP qc_end end
ad0ef3e7-6ddd-11ea-ae7c-ccda262736ce	What volume of carbon dioxide gas will result from the complete combustion of a 2500 L volume of propane?	start physical_unit 3 5 volume l qc_end physical_unit 18 18 14 15 volume qc_end c_other OTHER qc_end end
acb29726-6ddd-11ea-9c93-ccda262736ce	What volume of a 0.855 M KOH solution is required to make a 3.55 L solution at a pH of 12.4?	start physical_unit 6 7 volume ml qc_end physical_unit 6 7 4 5 molarity qc_end physical_unit 6 7 13 14 volume qc_end physical_unit 6 7 20 20 ph qc_end end
a91d5e74-6ddd-11ea-ad8e-ccda262736ce	What is the number of atoms in one mole of carbon atoms?	start physical_unit 10 11 number none qc_end physical_unit 10 11 7 8 mole qc_end end
ad0137ba-6ddd-11ea-b685-ccda262736ce	How do you balance this equation: C5H12 + O2 -> H2O + CO2 + heat?	start chemical_equation qc_end chemical_equation 6 14 qc_end end
acb78cb0-6ddd-11ea-88c5-ccda262736ce	A solution contains 0.600 g of Mg^2+ in enough water to make a 1930 mL solution. What is the concentration in milliequivalents per liter (mEq/L)?	start physical_unit 6 6 concentration meq/l qc_end physical_unit 6 6 3 4 mass qc_end physical_unit 1 1 13 14 volume qc_end c_other OTHER qc_end end
aba783de-6ddd-11ea-8e86-ccda262736ce	How many moles of H3PO4 are in 94.052 grams of H3PO4?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 7 8 mass qc_end end
a8e4e0d9-6ddd-11ea-828a-ccda262736ce	What is the pH of a solution that has a hydronium ion concentration of 1.00 × 10^(−4) M?	start physical_unit 5 6 ph none qc_end physical_unit 10 11 14 17 concentration qc_end end
a90df6d8-6ddd-11ea-8ed8-ccda262736ce	The vapor pressure of pure water at 25 degrees Celsius is 23.8 torr. What is the vapor pressure of a solution prepared by dissolving 18.0 g of glucose (molecular weight = 180.0 g/mol) in 95.0 g of water?	start physical_unit 19 20 vapor_pressure torr qc_end physical_unit 4 5 11 12 vapor_pressure qc_end physical_unit 4 5 7 9 temperature qc_end physical_unit 27 27 31 32 molecular_weight qc_end physical_unit 27 27 24 25 mass qc_end physical_unit 5 5 34 35 mass qc_end end
ad294066-6ddd-11ea-830d-ccda262736ce	2.0 g of molybdenum (Mo) combines with oxygen to form 3.0 g of a molybdenum oxide. What is the equivalent weight of Mo in this compound?	start physical_unit 4 4 equivalent_weight g/eq qc_end physical_unit 4 4 0 1 mass qc_end physical_unit 14 15 10 11 mass qc_end substance 7 7 qc_end end
abea60d1-6ddd-11ea-9f95-ccda262736ce	What is the formula for potassium periodate?	start chemical_formula qc_end substance 5 6 qc_end end
a91075c0-6ddd-11ea-8755-ccda262736ce	What numerical value represents 1.00 mol of any substance?	start physical_unit 7 8 number none qc_end physical_unit 7 8 4 5 mole qc_end end
aa85b365-6ddd-11ea-b52a-ccda262736ce	A gas at 55.0 °C occupies a volume of 3.60 L. What volume will it occupy at 30.0 °C?	start physical_unit 1 1 volume l qc_end physical_unit 1 1 3 4 temperature qc_end physical_unit 1 1 9 10 volume qc_end physical_unit 1 1 17 18 temperature qc_end end
a967dde4-6ddd-11ea-99f3-ccda262736ce	What is partial pressure of oxygen in blood?	start physical_unit 5 7 partial_pressure mmhg qc_end substance 5 5 qc_end end
a8e8e08c-6ddd-11ea-a122-ccda262736ce	The ratio of carbon atoms to hydrogen atoms to oxygen atoms in a molecule of dicyclohexyl maleate is 4 to 6 to 1. What is its molecular formula if its molar mass is 280 g?	start chemical_formula qc_end c_other OTHER qc_end physical_unit 15 16 33 34 molar_mass qc_end end
aa4e22e4-6ddd-11ea-9de7-ccda262736ce	If 40.0 mL of a 3.0 × 10^(-5) M solution is diluted to 100 mL, what is the resulting concentration?	start physical_unit 9 9 concentration mol/l qc_end physical_unit 9 9 5 8 concentration qc_end physical_unit 9 9 1 2 volume qc_end physical_unit 9 9 13 14 volume qc_end end
acb76766-6ddd-11ea-9ffe-ccda262736ce	What is the mass of 3 moles of C2H2?	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end
ac9049b1-6ddd-11ea-bedf-ccda262736ce	A compound is found to contain 1.32 moles of Li, 0.66 moles of Se, and 2.64 moles of O. What is the empirical formula of the compound?	start chemical_formula qc_end physical_unit 9 9 6 7 mole qc_end physical_unit 13 13 10 11 mole qc_end physical_unit 18 18 15 16 mole qc_end end
ac5e4c70-6ddd-11ea-b726-ccda262736ce	In the reaction Zn + 2 HCl -> ZnCl2 + H2, how many moles of hydrogen will be formed when 4 moles of HCl are consumed?	start physical_unit 15 15 mole mol qc_end physical_unit 6 6 20 21 mole qc_end chemical_equation 3 10 qc_end end
a8dd9ce2-6ddd-11ea-adfc-ccda262736ce	What is the pH of a 5.00 × 10^(−2) M aqueous solution of Ba(OH)2?	start physical_unit 11 11 ph none qc_end end
ac3a6966-6ddd-11ea-8a80-ccda262736ce	What is the molecular formula of a substance that has an empirical formula of C2H5 and a molecular mass of 58 g/mole?	start chemical_formula qc_end c_other OTHER qc_end physical_unit 7 7 20 21 molecular_weight qc_end end
abd6b704-6ddd-11ea-9462-ccda262736ce	What is the reduction half-reaction for 2 Mg + O2 -> 2 MgO?	start chemical_equation qc_end chemical_equation 6 12 qc_end end
a8508bca-6ddd-11ea-85fe-ccda262736ce	How many joules are required for heating 65 g of water from 12 °C to 76 °C?	start physical_unit 10 10 energy j qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 10 10 12 13 temperature qc_end physical_unit 10 10 15 16 temperature qc_end end
a85a8e8c-6ddd-11ea-8656-ccda262736ce	According to the following reaction, how many grams of hydrogen peroxide (H2O2) are necessary to form 0.182 moles oxygen gas? hydrogen peroxide(H2O2) (aq) -> water (l) + oxygen (g)	start physical_unit 11 11 mass g qc_end physical_unit 18 19 16 17 mole qc_end chemical_equation 20 28 qc_end end
a8389137-6ddd-11ea-b445-ccda262736ce	What is the molecular mass of a compound if 560 mL have a mass of 1.10 g at STP?	start physical_unit 6 7 molecular_weight g/mol qc_end physical_unit 6 7 9 10 volume qc_end physical_unit 6 7 15 16 mass qc_end c_other STP qc_end end
ad1b70a9-6ddd-11ea-a271-ccda262736ce	The temperature of a sample of iron with a mass of 10.0 g changed from 50.4 °C to 25.0 °C with the release of 114 J of energy. What is the specific heat of iron?	start physical_unit 6 6 specific_heat j/(kg_·_k) qc_end physical_unit 4 6 15 16 temperature qc_end physical_unit 4 6 18 19 temperature qc_end physical_unit 4 6 11 12 mass qc_end physical_unit 4 6 24 25 heat_energy qc_end end
ab684ab6-6ddd-11ea-b812-ccda262736ce	A vat contains 100 gallons of a 50% brine solution. What is the greatest amount of water that can be added if the salt content cannot drop below 25%?	start physical_unit 16 16 volume gallon qc_end physical_unit 8 9 3 4 volume qc_end physical_unit 8 8 7 7 percent qc_end c_other OTHER qc_end end
aca85d99-6ddd-11ea-ba50-ccda262736ce	The gases in a hair spray can are at a temperature of 27 °C and a pressure of 30 kPa. If the gases in the can reach a pressure 90 kPa, the can will explode. To what temperature must the gases be raised in order for the can to explode? Assume constant volume.	start physical_unit 0 1 temperature °c qc_end c_other OTHER qc_end physical_unit 0 1 12 13 temperature qc_end physical_unit 0 1 18 19 pressure qc_end physical_unit 0 1 29 30 pressure qc_end end
aa699a2f-6ddd-11ea-8e4f-ccda262736ce	A mixture of H2 and water vapor is present in a closed vessel at 20 °C. The total pressure of the system is 755.0 mmHg. Partial pressure of water vapor at 20°C equals 17.5 mmHg. What is the partial pressure of H2?	start physical_unit 3 3 partial_pressure mmhg qc_end physical_unit 10 12 14 15 temperature qc_end physical_unit 20 21 23 24 total_pressure qc_end physical_unit 5 6 33 34 partial_pressure qc_end physical_unit 5 6 14 15 temperature qc_end end
a90817a6-6ddd-11ea-a378-ccda262736ce	A gas cylinder contains 2.0 mol of gas X and 6.0 mol of gas Y at a total pressure of 2.1 atm. What is is partial pressure of gas Y?	start physical_unit 13 14 partial_pressure atm qc_end physical_unit 1 1 20 21 total_pressure qc_end physical_unit 7 8 4 5 mole qc_end physical_unit 13 14 10 11 mole qc_end end
ab51b910-6ddd-11ea-8d89-ccda262736ce	What volume is occupied by 0.963 mol of CO2 at 300.9 K and 913 mmHg?	start physical_unit 8 8 volume l qc_end physical_unit 8 8 5 6 mole qc_end physical_unit 8 8 10 11 temperature qc_end physical_unit 8 8 13 14 pressure qc_end end
a9480295-6ddd-11ea-8fbe-ccda262736ce	A 3.50 L gas sample at 20 °C and a pressure of 86.7 kPa expands to a volume of 8.00 L. The final pressure of the gas is 56.7 kPa. What is the final temperature of the gas, in degrees Celsius?	start physical_unit 25 26 temperature °c qc_end physical_unit 25 26 1 2 volume qc_end physical_unit 25 26 6 7 temperature qc_end physical_unit 25 26 12 13 pressure qc_end physical_unit 25 26 28 29 pressure qc_end physical_unit 25 26 19 20 volume qc_end end
aaab7fd0-6ddd-11ea-be25-ccda262736ce	A tank of gas has partial pressures of nitrogen and oxygen equal to 1.61 × 10^4 kPa and 4.34 × 10^5 kPa, respectively. What is the total pressure of the tank?	start physical_unit 29 30 total_pressure kpa qc_end physical_unit 10 10 18 21 partial_pressure qc_end end
a993d113-6ddd-11ea-8378-ccda262736ce	Write a balanced equation for the following, including physical states: Magnesium + Hydrochloric Acid -> Magnesiumchloride + Hydrogen gas Mg + HCl -> MgCl2 + H2 Is that it? I feel like I'm missing something.	start chemical_equation qc_end chemical_equation 19 25 qc_end end
ab5ebfb6-6ddd-11ea-a776-ccda262736ce	How many individual atoms make up one unit of aluminum chloride, AlCl3?	start physical_unit 2 3 number none qc_end end
ac217e3a-6ddd-11ea-a07d-ccda262736ce	How many moles of sulfur are in 80 grams of sulfur?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 7 8 mass qc_end end
acc9889c-6ddd-11ea-b11d-ccda262736ce	What is the formula for ammonium nitrate?	start chemical_formula qc_end substance 5 6 qc_end end
acd4b85e-6ddd-11ea-b97e-ccda262736ce	What net lonic equation can be derived from this complete ionic equation? 2 Fe^3+(aq) + 6 Cl-(aq) + 6 Na+(aq) + 3 CO3^2-(aq) -> Fe2(CO3)3(s) + 6 Cl-(aq) + 6 Na+(aq)?	start chemical_equation qc_end chemical_equation 12 30 qc_end end
a90441de-6ddd-11ea-b8fc-ccda262736ce	What is the oxidation state of chlorine in KClO3?	start physical_unit 6 6 oxidation_state none qc_end chemical_equation 8 8 qc_end end
aaf80528-6ddd-11ea-9647-ccda262736ce	What the mass percent of aluminum in Al(OH)3? The molar mass of Al = 26.98 g/mol,H = 1.0079 g/mol, and O = 16.00 g/mol.	start physical_unit 5 7 mass_percent none qc_end physical_unit 7 7 14 15 molar_mass qc_end physical_unit 15 15 17 18 molar_mass qc_end physical_unit 20 20 22 23 molar_mass qc_end end
ab9fbf02-6ddd-11ea-89d8-ccda262736ce	What is the chemical formula of aluminum sulfate?	start chemical_formula qc_end substance 6 7 qc_end end
ac7015ee-6ddd-11ea-891e-ccda262736ce	A substance has a molar mass of 40.0 g/mol. If the decomposition of 1.00 mole of this substance absorbs 60.0 kJ of energy, how much energy would be absorbed by the decomposition of 20.0 g of the substance?	start physical_unit 36 37 heat_energy kj qc_end physical_unit 36 37 7 8 molar_mass qc_end physical_unit 36 37 13 14 mole qc_end physical_unit 36 37 19 20 heat_energy qc_end physical_unit 36 37 33 34 mass qc_end end
ad1b1869-6ddd-11ea-836b-ccda262736ce	An oxygen gas container has a volume of 20.0 L. How many grams of oxygen are in the container if the gas has a pressure of 876 mmHg at 23 °C?	start physical_unit 1 2 mass g qc_end physical_unit 1 2 8 9 volume qc_end physical_unit 1 2 26 27 pressure qc_end physical_unit 1 2 29 30 temperature qc_end end
aab3b2d2-6ddd-11ea-9689-ccda262736ce	A 3.6 g mass of water was decomposed to give 3.2 g dioxygen gas. What mass of dihydrogen gas was evolved?	start physical_unit 17 18 mass g qc_end physical_unit 5 5 1 2 mass qc_end physical_unit 12 13 10 11 mass qc_end end
aacc206f-6ddd-11ea-8fce-ccda262736ce	What is the empirical formula of magnesium chloride if 0.96 g of magnesium combines with 2.84 g of chlorine?	start chemical_formula qc_end physical_unit 6 6 9 10 mass qc_end physical_unit 18 18 15 16 mass qc_end end
a8cde58a-6ddd-11ea-a277-ccda262736ce	How many moles are in 15 grams of NaOH?	start physical_unit 8 8 mole mol qc_end physical_unit 8 8 5 6 mass qc_end end
acac2e69-6ddd-11ea-bffa-ccda262736ce	How do you determine the oxidation state of C in CO3^2-?	start physical_unit 8 8 oxidation_state none qc_end chemical_equation 10 10 qc_end end
ac99721c-6ddd-11ea-b687-ccda262736ce	How many moles of Na+ ions are present in 275.0 mL of 0.35 M Na3PO4 solution?	start physical_unit 4 5 mole mol qc_end physical_unit 14 15 12 13 molarity qc_end physical_unit 14 15 9 10 volume qc_end end
acbeb6b6-6ddd-11ea-b8c7-ccda262736ce	How do we represent the sulfate ion?	start chemical_formula qc_end substance 5 6 qc_end end
ab0153f0-6ddd-11ea-bd81-ccda262736ce	What is the formula for ammonium sulfate?	start chemical_formula qc_end substance 5 6 qc_end end
a8d25b9e-6ddd-11ea-86c9-ccda262736ce	How many liters of oxygen are required to react completely with 1.2 liters of hydrogen to form water?	start physical_unit 4 4 volume l qc_end physical_unit 14 14 11 12 volume qc_end c_other OTHER qc_end substance 17 17 qc_end end
acb89d16-6ddd-11ea-aedf-ccda262736ce	The empirical formula of a compound is determined to be C2H3, and its molecular mass is found to be 54.10 g/mol. How do you determine the molecular formula of the compound?	start chemical_formula qc_end c_other OTHER qc_end physical_unit 29 30 19 20 molecular_weight qc_end end
a9bcea00-6ddd-11ea-848d-ccda262736ce	How many grams are in 4.1 moles of CO2?	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end
ac05128a-6ddd-11ea-9d83-ccda262736ce	How much energy will be required to heat a 1.0 kg mass of water from 25 °C to 99 °C?	start physical_unit 13 13 energy kj qc_end physical_unit 13 13 9 10 mass qc_end physical_unit 13 13 15 16 temperature qc_end physical_unit 13 13 18 19 temperature qc_end end
a8ca8a1c-6ddd-11ea-8e84-ccda262736ce	How many moles of CO2(g) are in a 5.6 L sample of CO2 measured at STP?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 8 9 volume qc_end c_other STP qc_end end
ab72c3e4-6ddd-11ea-84ed-ccda262736ce	How would you write a balanced equation for the combustion of octane, C8H18 with oxygen to obtain carbon dioxide and water?	start chemical_equation qc_end chemical_equation 12 12 qc_end substance 14 14 qc_end substance 17 18 qc_end substance 20 20 qc_end end
ab8f5828-6ddd-11ea-a85e-ccda262736ce	NaCl has a deltaH = 30.2 kJ/mol. What is the mass of a sample of NaCl that needs 732.6 kJ of heat to melt completely?	start physical_unit 13 15 mass g qc_end physical_unit 0 0 5 6 deltah qc_end physical_unit 13 15 18 19 heat_energy qc_end c_other OTHER qc_end end
abb0f1ba-6ddd-11ea-a923-ccda262736ce	What is the mole fraction of methanol in a solution that contains 6.0 mol of methanol and 3.0 mol of water? The formula for methanol is CH3OH.	start physical_unit 6 9 mole_fraction none qc_end physical_unit 6 6 12 13 mole qc_end physical_unit 20 20 17 18 mole qc_end chemical_equation 26 26 qc_end end
a84ff180-6ddd-11ea-aa68-ccda262736ce	How many aluminum-based electrons are present in a salt where there is an 81 g mass of aluminum ions?	start physical_unit 2 3 number none qc_end physical_unit 17 18 13 14 mass qc_end end
abe604bf-6ddd-11ea-b282-ccda262736ce	The number of moles present in 44 g of CO2?	start physical_unit 9 9 mole mol qc_end physical_unit 9 9 6 7 mass qc_end end
ac0bc96e-6ddd-11ea-8a79-ccda262736ce	In methane combustion, if 2.5 mol O2 were present, what molar quantity of methane would react?	start physical_unit 1 1 mole mol/l qc_end physical_unit 6 6 4 5 mole qc_end end
ab50f5c7-6ddd-11ea-a279-ccda262736ce	What volume of 0.100 M HCl solution is needed to neutralize 50.0 mL of 0.350 M KOH?	start physical_unit 5 6 volume ml qc_end physical_unit 6 6 11 12 volume qc_end physical_unit 16 16 14 15 molarity qc_end physical_unit 5 6 3 4 molarity qc_end end
a92efb3f-6ddd-11ea-b00b-ccda262736ce	How many moles are there in 120 g of glucose?	start physical_unit 9 9 mole mol qc_end physical_unit 9 9 6 7 mass qc_end end
ab9a5cae-6ddd-11ea-ae53-ccda262736ce	What is the formula for sodium nitride?	start chemical_formula qc_end substance 5 6 qc_end end
