HitID	URL	QuestionText	QuestionVariable	Answer	Condition	Knowledge	Comment	IsSkip	Debug_AnnotationFrom	Debug_RawText	Debug_HasOverride	QuestionTextProcessed	QuestionVariableExpand	ConditionExpand	HasLabelBackIssue	LabelBackIssue	hasAdhocFixForLabelBack
167052293	https://socratic.org/questions/a-75-0-g-sample-of-a-solution-is-known-to-contain-23-8-g-of-glucose-what-is-the-	A 75.0 g sample of a solution is known to contain 23.8 g of glucose. What is the mass percent of glucose in this solution?	[{"type":"physical unit","value":"Mass percent [OF] glucose in this solution"}]	[{"type":"physical unit","value":"31.73%"}]	[{"type":"physical unit","value":"Mass [OF] a solution [=] \\pu{75.0 g}"},{"type":"physical unit","value":"Mass [OF] glucose [=] \\pu{23.8 g}"}]	[]		0	QAReview	A 75.0 g sample of a solution is known to contain 23.8 g of glucose. What is the mass percent of glucose in this solution?	0	A 75.0 g sample of a solution is known to contain 23.8 g of glucose. What is the mass percent of glucose in this solution?	[{"type":"physical unit","value":"Mass percent [OF] glucose in this solution","valueExpand":[{"tag":"property_qv","content":"Mass percent","slot":"ActionToClass"},{"tag":"subject_qv","content":"glucose in this solution","slot":"97_121"}]}]	[{"type":"physical unit","value":"Mass [OF] a solution [=] \\\\pu{75.0 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"a solution","slot":"19_29"},{"tag":"value_condition","content":"75.0 g","slot":"2_8"}]},{"type":"physical unit","value":"Mass [OF] glucose [=] \\\\pu{23.8 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"glucose","slot":"60_67"},{"tag":"value_condition","content":"23.8 g","slot":"50_56"}]}]	0		0
167052294	https://socratic.org/questions/how-many-moles-are-equal-to-2-69-10-78-atoms-of-sulfur	How many moles are equal to 2.69⋅10^78 atoms of sulfur?	[{"type":"physical unit","value":"Mole [OF] sulfur [IN] moles"}]	[{"type":"physical unit","value":"4.47 × 10^54 moles"}]	[{"type":"physical unit","value":"Number [OF] sulfur atoms [=] \\pu{2.69⋅10^78}"}]	[]		0	QAReview	How many moles are equal to #2.69 * 10^78# atoms of sulfur?	0	How many moles are equal to 2.69⋅10^78 atoms of sulfur?	[{"type":"physical unit","value":"Mole [OF] sulfur [IN] moles","valueExpand":[{"tag":"property_qv","content":"Mole","slot":"ActionToClass"},{"tag":"subject_qv","content":"sulfur","slot":"48_54"},{"tag":"unit_qv","content":"moles","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Number [OF] sulfur atoms [=] \\\\pu{2.69⋅10^78}","valueExpand":[{"tag":"property_condition","content":"Number","slot":"ActionToClass"},{"tag":"subject_condition","content":"sulfur atoms","slot":"-1_-1"},{"tag":"value_condition","content":"2.69⋅10^78","slot":"28_38"}]}]	1		0
167052295	https://socratic.org/questions/ten-moles-of-a-gas-are-contained-in-a-1-00-l-container-at-295-k-what-is-the-pres	Ten moles of a gas are contained in a 1.00 L container at 295 K. What is the pressure of the gas?	[{"type":"physical unit","value":"Pressure [OF] the gas [IN] atm"}]	[{"type":"physical unit","value":"242.07 atm"}]	[{"type":"physical unit","value":"Mole [OF] a gas [=] \\pu{ten moles}"},{"type":"physical unit","value":"Volume [OF] container [=] \\pu{1.00 L}"},{"type":"physical unit","value":"Temperature [OF] gas [=] \\pu{295 K}"}]	[]		0	QAReview	Ten moles of a gas are contained in a 1.00 L container at 295 K. What is the pressure of the gas?	0	Ten moles of a gas are contained in a 1.00 L container at 295 K. What is the pressure of the gas?	[{"type":"physical unit","value":"Pressure [OF] the gas [IN] atm","valueExpand":[{"tag":"property_qv","content":"Pressure","slot":"ActionToClass"},{"tag":"subject_qv","content":"the gas","slot":"89_96"},{"tag":"unit_qv","content":"atm","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mole [OF] a gas [=] \\\\pu{ten moles}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas","slot":"13_18"},{"tag":"value_condition","content":"ten moles","slot":"0_9"}]},{"type":"physical unit","value":"Volume [OF] container [=] \\\\pu{1.00 L}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"container","slot":"45_54"},{"tag":"value_condition","content":"1.00 L","slot":"38_44"}]},{"type":"physical unit","value":"Temperature [OF] gas [=] \\\\pu{295 K}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"gas","slot":"15_18"},{"tag":"value_condition","content":"295 K","slot":"58_63"}]}]	0		0
167052296	https://socratic.org/questions/58e5375711ef6b3c614e4239	What is pH of an aqueous solution that is 0.016 mol*L^(−1) with respect to NaOH?	[{"type":"physical unit","value":"PH [OF] aqueous solution"}]	[{"type":"physical unit","value":"12.20"}]	[{"type":"physical unit","value":"Molarity [OF] NaOH [=] \\pu{0.016 mol*L^(−1)}"}]	[]		0	QAReview	What is #pH# of an aqueous solution that is #0.016*mol*L^-1# with respect to #NaOH#?	0	What is pH of an aqueous solution that is 0.016 mol*L^(−1) with respect to NaOH?	[{"type":"physical unit","value":"PH [OF] aqueous solution","valueExpand":[{"tag":"property_qv","content":"PH","slot":"ActionToClass"},{"tag":"subject_qv","content":"aqueous solution","slot":"17_33"}]}]	[{"type":"physical unit","value":"Molarity [OF] NaOH [=] \\\\pu{0.016 mol*L^(−1)}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"NaOH","slot":"75_79"},{"tag":"value_condition","content":"0.016 mol*L^(−1)","slot":"42_58"}]}]	0		0
167052299	https://socratic.org/questions/what-molar-ratio-of-sodium-acetate-to-acetic-acid-should-be-used-to-prepare-a-bu	What molar ratio of sodium acetate to acetic acid should be used to prepare a buffer with pH = 4.5? Ka acetic acid = 1.8 x 10^(−5)?	[{"type":"physical unit","value":"Molar ratio [OF] sodium acetate to acetic acid"}]	[{"type":"physical unit","value":"1.76"}]	[{"type":"physical unit","value":"PH [OF] a buffer [=] \\pu{4.5}"},{"type":"physical unit","value":"Ka [OF] acetic acid [=] \\pu{1.8 x 10^(−5)}"}]	[]		0	QAReview	What molar ratio of sodium acetate to acetic acid should be used to prepare a buffer with pH = 4.5?  #K_a# acetic acid = #1.8 x 10^-5#?	0	What molar ratio of sodium acetate to acetic acid should be used to prepare a buffer with pH = 4.5? Ka acetic acid = 1.8 x 10^(−5)?	[{"type":"physical unit","value":"Molar ratio [OF] sodium acetate to acetic acid","valueExpand":[{"tag":"property_qv","content":"Molar ratio","slot":"ActionToClass"},{"tag":"subject_qv","content":"sodium acetate to acetic acid","slot":"20_49"}]}]	[{"type":"physical unit","value":"PH [OF] a buffer [=] \\\\pu{4.5}","valueExpand":[{"tag":"property_condition","content":"PH","slot":"ActionToClass"},{"tag":"subject_condition","content":"a buffer","slot":"76_84"},{"tag":"value_condition","content":"4.5","slot":"95_98"}]},{"type":"physical unit","value":"Ka [OF] acetic acid [=] \\\\pu{1.8 x 10^(−5)}","valueExpand":[{"tag":"property_condition","content":"Ka","slot":"ActionToClass"},{"tag":"subject_condition","content":"acetic acid","slot":"38_49"},{"tag":"value_condition","content":"1.8 x 10^(−5)","slot":"117_130"}]}]	0		0
167052300	https://socratic.org/questions/a-chemist-reacted-0-05-moles-of-solid-sodium-with-water-to-form-hydroxide-soluti	A chemist reacted 0.05 moles of solid sodium with water to form hydroxide solution. The chemical reaction for this is: Na + H2O = NaOH + H2. What mass of sodium was reacted?	[{"type":"physical unit","value":"Mass [OF] sodium [IN] g"}]	[{"type":"physical unit","value":"1.15 g"}]	[{"type":"physical unit","value":"Mole [OF] solid sodium [=] \\pu{0.05 moles}"},{"type":"chemical equation","value":"Na + H2O = NaOH + H2"},{"type":"other","value":"Solid sodium with water to form hydroxide solution"}]	[]		0	QAReview	A chemist reacted 0.05 moles of solid sodium with water to form hydroxide solution. The chemical reaction for this is: Na + H2O = NaOH + H2. What mass of sodium was reacted?	0	A chemist reacted 0.05 moles of solid sodium with water to form hydroxide solution. The chemical reaction for this is: Na + H2O = NaOH + H2. What mass of sodium was reacted?	[{"type":"physical unit","value":"Mass [OF] sodium [IN] g","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"sodium","slot":"38_44"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mole [OF] solid sodium [=] \\\\pu{0.05 moles}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"solid sodium","slot":"32_44"},{"tag":"value_condition","content":"0.05 moles","slot":"18_28"}]},{"type":"chemical equation","value":"Na + H2O = NaOH + H2","valueExpand":[{"tag":"ce_condition","content":"Na + H2O = NaOH + H2","slot":"119_139"}]},{"type":"other","value":"Solid sodium with water to form hydroxide solution","valueExpand":[{"tag":"other_condition","content":"Solid sodium with water to form hydroxide solution","slot":"ActionToClass"}]}]	0		0
167052239	https://socratic.org/questions/a-30-ml-volume-of-hcl-is-titrated-with-23-ml-of-0-20-m-naoh-how-would-you-calcul	A 30 ml volume of HCl is titrated with 23 mL of 0.20 M NaOH. How would you calculate the molarity of HCl in this solution?	[{"type":"physical unit","value":"Molarity [OF] HCl in this solution [IN] M"}]	[{"type":"physical unit","value":"0.15 M"}]	[{"type":"physical unit","value":"Volume [OF] HCl [=] \\pu{30 mL}"},{"type":"physical unit","value":"Volume [OF] NaOH [=] \\pu{23 mL}"},{"type":"physical unit","value":"Molarity [OF] NaOH [=] \\pu{0.20 M}"}]	[]		0	QAReview	 A 30 ml volume of HCl is titrated with 23 mL of 0.20 M NaOH.  How would you calculate the molarity of HCl in this solution?	0	A 30 ml volume of HCl is titrated with 23 mL of 0.20 M NaOH. How would you calculate the molarity of HCl in this solution?	[{"type":"physical unit","value":"Molarity [OF] HCl in this solution [IN] M","valueExpand":[{"tag":"property_qv","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_qv","content":"HCl in this solution","slot":"101_121"},{"tag":"unit_qv","content":"M","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume [OF] HCl [=] \\\\pu{30 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl","slot":"18_21"},{"tag":"value_condition","content":"30 mL","slot":"2_7"}]},{"type":"physical unit","value":"Volume [OF] NaOH [=] \\\\pu{23 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"NaOH","slot":"55_59"},{"tag":"value_condition","content":"23 mL","slot":"39_44"}]},{"type":"physical unit","value":"Molarity [OF] NaOH [=] \\\\pu{0.20 M}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"NaOH","slot":"55_59"},{"tag":"value_condition","content":"0.20 M","slot":"48_54"}]}]	0		0
167052237	https://socratic.org/questions/how-much-mass-does-1-mol-of-o-2-gas-have	How much mass does 1 mol of O2 gas have?	[{"type":"physical unit","value":"Mass [OF] O2 gas [IN] g"}]	[{"type":"physical unit","value":"32.00 g"}]	[{"type":"physical unit","value":"Mole [OF] O2 gas [=] \\pu{1 mol}"}]	[]		0	QAReview	How much mass does 1 mol of #O_2# gas have?	0	How much mass does 1 mol of O2 gas have?	[{"type":"physical unit","value":"Mass [OF] O2 gas [IN] g","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"O2 gas","slot":"28_34"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mole [OF] O2 gas [=] \\\\pu{1 mol}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"O2 gas","slot":"28_34"},{"tag":"value_condition","content":"1 mol","slot":"19_24"}]}]	0		0
167052236	https://socratic.org/questions/what-is-the-formula-for-zinc-bromide	What is the formula for zinc bromide?	[{"type":"other","value":"chemical formula"}]	[{"type":"chemical equation","value":"ZnBr2"}]	[{"type":"substance name","value":"Zinc bromide"}]	[]		0	QAReview	What is the formula for zinc bromide?	0	What is the formula for zinc bromide?	[{"type":"other","value":"chemical formula","valueExpand":[{"tag":"formula_qv","content":"","slot":"ActionToClass"}]}]	[{"type":"substance name","value":"Zinc bromide","valueExpand":[{"tag":"substance_condition","content":"Zinc bromide","slot":"24_36"}]}]	0		0
167052235	https://socratic.org/questions/how-do-i-find-the-percentage-composition-of-oxygen-in-n-2o-5	How do I find the percentage composition of Oxygen in N2O5?	[{"type":"physical unit","value":"Percentage composition  [OF] Oxygen in N2O5"}]	[{"type":"physical unit","value":"74.07%"}]	[{"type":"chemical equation","value":"N2O5"}]	[]		0	QAReview	How do I find the percentage composition of Oxygen in #N_2O_5#?	0	How do I find the percentage composition of Oxygen in N2O5?	[{"type":"physical unit","value":"Percentage composition  [OF] Oxygen in N2O5","valueExpand":[{"tag":"property_qv","content":"Percentage composition","slot":"ActionToClass"},{"tag":"subject_qv","content":"Oxygen in N2O5","slot":"44_58"}]}]	[{"type":"chemical equation","value":"N2O5","valueExpand":[{"tag":"ce_condition","content":"N2O5","slot":"54_58"}]}]	0		0
167052234	https://socratic.org/questions/what-volume-of-a-6-0-m-hcl-solution-is-required-to-make-250-0-milliliters-of-a-1	What volume of a 6.0 M HCl solution is required to make 250.0 milliliters of a 1.5 M HCl?	[{"type":"physical unit","value":"Volume2 [OF] HCl [IN] milliliters"}]	[{"type":"physical unit","value":"62.50 milliliters"}]	[{"type":"physical unit","value":"Volume1 [OF] HCl [=] \\pu{250.0 milliliters}"},{"type":"physical unit","value":"Molarity1 [OF] HCl [=] \\pu{1.5 M}"},{"type":"physical unit","value":"Molarity2 [OF] HCl [=] \\pu{6.0 M}"}]	[]		0	QAReview	What volume of a 6.0 M #HCl# solution is required to make 250.0 milliliters of a 1.5 M #HCl#? 	0	What volume of a 6.0 M HCl solution is required to make 250.0 milliliters of a 1.5 M HCl?	[{"type":"physical unit","value":"Volume2 [OF] HCl [IN] milliliters","valueExpand":[{"tag":"property_qv","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_qv","content":"HCl","slot":"23_26"},{"tag":"unit_qv","content":"milliliters","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume1 [OF] HCl [=] \\\\pu{250.0 milliliters}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl","slot":"23_26"},{"tag":"value_condition","content":"250.0 milliliters","slot":"56_73"}]},{"type":"physical unit","value":"Molarity1 [OF] HCl [=] \\\\pu{1.5 M}","valueExpand":[{"tag":"property_condition","content":"Molarity1","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl","slot":"23_26"},{"tag":"value_condition","content":"1.5 M","slot":"79_84"}]},{"type":"physical unit","value":"Molarity2 [OF] HCl [=] \\\\pu{6.0 M}","valueExpand":[{"tag":"property_condition","content":"Molarity2","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl","slot":"23_26"},{"tag":"value_condition","content":"6.0 M","slot":"17_22"}]}]	0		0
167052233	https://socratic.org/questions/how-many-moles-of-nacl-are-present-in-20-0-g-of-nacl	How many moles of NaCl are present in 20.0 g of NaCl?	[{"type":"physical unit","value":"Mole [OF] NaCl [IN] moles"}]	[{"type":"physical unit","value":"0.34 moles"}]	[{"type":"physical unit","value":"Mass [OF] NaCl [=] \\pu{20.0 g}"}]	[]		0	QAReview	How many moles of #NaCl# are present in 20.0 g of #NaCl#? 	0	How many moles of NaCl are present in 20.0 g of NaCl?	[{"type":"physical unit","value":"Mole [OF] NaCl [IN] moles","valueExpand":[{"tag":"property_qv","content":"Mole","slot":"ActionToClass"},{"tag":"subject_qv","content":"NaCl","slot":"18_22"},{"tag":"unit_qv","content":"moles","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] NaCl [=] \\\\pu{20.0 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"NaCl","slot":"18_22"},{"tag":"value_condition","content":"20.0 g","slot":"38_44"}]}]	0		0
167052268	https://socratic.org/questions/a-1-59-g-sample-of-a-metal-chloride-mcl-2-is-dissolved-in-water-and-treated-with	A 1.59 g sample of a metal chloride, MCl2, is dissolved in water and treated with excess aqueous silver nitrate. The silver chloride that formed weighed 3.60 g. How do you calculate the molar mass of M?	[{"type":"physical unit","value":"Molar mass [OF] M [IN] g/mol"}]	[{"type":"physical unit","value":"126.19 g/mol"}]	[{"type":"physical unit","value":"Mass [OF] MCl2 sample [=] \\pu{1.59 g}"},{"type":"physical unit","value":"Weight [OF] silver chloride [=] \\pu{3.60 g}"},{"type":"other","value":"MCl2 is dissolved in water and treated with excess aqueous silver nitrate. "}]	[]		0	QAReview	A 1.59-g sample of a metal chloride, #MCl_2#,  is dissolved in water and treated with excess aqueous silver nitrate.  The silver chloride that formed weighed 3.60 g. How do you calculate the molar mass of M?	0	A 1.59 g sample of a metal chloride, MCl2, is dissolved in water and treated with excess aqueous silver nitrate. The silver chloride that formed weighed 3.60 g. How do you calculate the molar mass of M?	[{"type":"physical unit","value":"Molar mass [OF] M [IN] g/mol","valueExpand":[{"tag":"property_qv","content":"Molar mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"M","slot":"11_12"},{"tag":"unit_qv","content":"g/mol","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] MCl2 sample [=] \\\\pu{1.59 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"MCl2 sample","slot":"-1_-1"},{"tag":"value_condition","content":"1.59 g","slot":"2_8"}]},{"type":"physical unit","value":"Weight [OF] silver chloride [=] \\\\pu{3.60 g}","valueExpand":[{"tag":"property_condition","content":"Weight","slot":"ActionToClass"},{"tag":"subject_condition","content":"silver chloride","slot":"117_132"},{"tag":"value_condition","content":"3.60 g","slot":"153_159"}]},{"type":"other","value":"MCl2 is dissolved in water and treated with excess aqueous silver nitrate. ","valueExpand":[{"tag":"other_condition","content":"MCl2 is dissolved in water and treated with excess aqueous silver nitrate. ","slot":"ActionToClass"}]}]	1		0
